"time","count"
"20010419",1
"20010501",2
"20010512",1
"20010517",1
"20010518",1
"20010521",1
"20010529",2
"20010601",7
"20010608",1
"20010618",1
"20010619",1
"20010621",1
"20010628",1
"20010701",4
"20010711",1
"20010719",2
"20010726",1
"20010727",2
"20010801",2
"20010803",1
"20010806",1
"20010831",1
"20010901",4
"20010905",1
"20010907",1
"20010910",1
"20010912",1
"20010914",1
"20010917",1
"20010920",1
"20010921",1
"20010924",2
"20011001",5
"20011024",2
"20011027",1
"20011101",2
"20011106",1
"20011109",1
"20011115",1
"20011122",1
"20011201",5
"20011203",1
"20011206",1
"20011220",1
"20020101",51
"20020102",1
"20020103",1
"20020112",1
"20020115",2
"20020201",3
"20020205",1
"20020216",1
"20020227",1
"20020301",7
"20020307",1
"20020322",1
"20020401",2
"20020404",1
"20020405",1
"20020410",1
"20020418",1
"20020501",10
"20020509",1
"20020515",1
"20020524",1
"20020601",2
"20020612",1
"20020613",1
"20020621",1
"20020622",1
"20020701",7
"20020704",1
"20020705",1
"20020717",1
"20020722",1
"20020801",5
"20020806",1
"20020809",1
"20020812",1
"20020814",2
"20020829",1
"20020901",2
"20020905",1
"20020907",2
"20020927",1
"20020928",1
"20021001",8
"20021004",1
"20021017",1
"20021030",1
"20021101",3
"20021105",1
"20021119",1
"20021201",3
"20021205",1
"20021209",1
"20021210",1
"20021213",1
"20021218",1
"20021219",2
"20021220",1
"20021223",1
"20021230",1
"20030101",49
"20030102",1
"20030103",1
"20030104",1
"20030106",1
"20030108",1
"20030115",1
"20030123",2
"20030124",1
"20030126",1
"20030131",1
"20030201",4
"20030202",2
"20030204",1
"20030210",1
"20030211",1
"20030216",1
"20030217",1
"20030223",1
"20030228",2
"20030301",4
"20030303",6
"20030304",1
"20030305",1
"20030307",4
"20030311",1
"20030312",1
"20030313",1
"20030315",1
"20030316",1
"20030319",2
"20030320",2
"20030324",2
"20030327",1
"20030331",1
"20030401",8
"20030403",1
"20030404",1
"20030407",1
"20030409",1
"20030414",1
"20030416",1
"20030417",3
"20030421",3
"20030424",1
"20030428",2
"20030430",1
"20030501",19
"20030509",1
"20030511",1
"20030514",1
"20030515",1
"20030522",1
"20030523",1
"20030524",1
"20030528",1
"20030529",1
"20030530",2
"20030531",1
"20030601",5
"20030602",1
"20030603",4
"20030605",1
"20030606",1
"20030609",2
"20030610",1
"20030612",1
"20030614",1
"20030615",1
"20030616",1
"20030621",1
"20030626",1
"20030627",1
"20030630",1
"20030701",8
"20030707",2
"20030709",1
"20030712",1
"20030715",1
"20030716",2
"20030717",2
"20030718",2
"20030720",1
"20030725",1
"20030726",1
"20030727",2
"20030728",1
"20030801",6
"20030803",1
"20030804",1
"20030805",1
"20030806",1
"20030807",1
"20030809",1
"20030810",1
"20030811",1
"20030813",1
"20030814",2
"20030815",2
"20030816",1
"20030821",2
"20030822",2
"20030823",1
"20030824",1
"20030825",1
"20030826",2
"20030829",2
"20030830",2
"20030901",6
"20030902",1
"20030903",2
"20030904",1
"20030905",3
"20030906",1
"20030907",1
"20030909",2
"20030910",1
"20030912",2
"20030915",1
"20030917",2
"20030919",3
"20030920",1
"20030921",4
"20030922",1
"20030923",1
"20030925",1
"20030927",1
"20030928",2
"20031001",8
"20031003",5
"20031004",3
"20031005",1
"20031006",1
"20031007",1
"20031009",1
"20031010",7
"20031012",1
"20031013",1
"20031015",1
"20031016",2
"20031017",1
"20031020",4
"20031021",1
"20031022",1
"20031024",2
"20031025",1
"20031026",1
"20031027",3
"20031028",3
"20031029",1
"20031031",1
"20031101",12
"20031102",4
"20031103",1
"20031104",1
"20031105",2
"20031108",2
"20031110",1
"20031111",3
"20031112",3
"20031113",1
"20031115",2
"20031116",2
"20031117",3
"20031118",6
"20031119",3
"20031120",7
"20031121",3
"20031122",6
"20031123",3
"20031124",2
"20031126",1
"20031127",1
"20031128",1
"20031130",1
"20031201",7
"20031202",3
"20031203",5
"20031204",7
"20031205",2
"20031206",2
"20031207",1
"20031208",1
"20031209",1
"20031210",3
"20031211",1
"20031212",1
"20031213",1
"20031214",1
"20031215",10
"20031216",2
"20031217",1
"20031218",1
"20031219",3
"20031221",2
"20031222",3
"20031223",3
"20031224",2
"20031225",2
"20031226",3
"20031227",1
"20031228",2
"20031229",6
"20031230",3
"20031231",8
"20040101",64
"20040102",2
"20040103",1
"20040104",7
"20040105",2
"20040106",7
"20040107",3
"20040108",3
"20040109",5
"20040110",10
"20040111",20
"20040112",3
"20040113",4
"20040114",4
"20040115",5
"20040116",7
"20040117",2
"20040118",2
"20040119",10
"20040120",1
"20040121",4
"20040122",4
"20040123",3
"20040124",3
"20040125",5
"20040126",3
"20040127",6
"20040128",4
"20040129",6
"20040130",8
"20040131",17
"20040201",16
"20040202",2
"20040203",6
"20040204",1
"20040205",3
"20040206",4
"20040207",7
"20040208",2
"20040209",3
"20040210",1
"20040211",6
"20040212",5
"20040213",6
"20040214",7
"20040215",4
"20040216",5
"20040217",2
"20040218",7
"20040219",4
"20040220",3
"20040221",5
"20040222",4
"20040223",6
"20040224",5
"20040225",2
"20040226",4
"20040227",2
"20040228",3
"20040229",3
"20040301",12
"20040302",8
"20040303",3
"20040304",5
"20040305",4
"20040306",1
"20040307",4
"20040308",2
"20040309",6
"20040310",2
"20040311",6
"20040312",3
"20040313",4
"20040314",8
"20040315",6
"20040316",7
"20040317",5
"20040318",2
"20040319",6
"20040320",8
"20040321",4
"20040322",7
"20040323",6
"20040324",6
"20040325",6
"20040326",1
"20040327",3
"20040328",3
"20040329",7
"20040330",2
"20040331",1
"20040401",20
"20040402",8
"20040403",3
"20040404",3
"20040405",2
"20040406",5
"20040407",6
"20040408",2
"20040409",1
"20040410",5
"20040411",4
"20040412",2
"20040413",4
"20040414",1
"20040415",3
"20040416",8
"20040417",4
"20040418",7
"20040419",6
"20040420",6
"20040421",4
"20040423",2
"20040424",4
"20040425",5
"20040426",9
"20040427",3
"20040428",1
"20040429",1
"20040430",3
"20040501",10
"20040502",1
"20040503",9
"20040504",6
"20040505",6
"20040506",3
"20040507",9
"20040508",5
"20040509",1
"20040510",8
"20040511",8
"20040512",10
"20040513",4
"20040514",7
"20040515",5
"20040516",8
"20040517",7
"20040518",6
"20040520",2
"20040521",3
"20040522",3
"20040523",5
"20040524",5
"20040525",2
"20040526",3
"20040527",4
"20040528",4
"20040529",5
"20040530",4
"20040531",2
"20040601",11
"20040602",4
"20040603",4
"20040607",4
"20040609",1
"20040610",3
"20040611",2
"20040612",7
"20040613",3
"20040614",2
"20040615",6
"20040616",8
"20040617",5
"20040618",2
"20040619",1
"20040620",4
"20040621",4
"20040622",3
"20040623",3
"20040624",4
"20040625",6
"20040626",5
"20040627",1
"20040628",10
"20040629",3
"20040630",1
"20040701",18
"20040702",6
"20040703",3
"20040704",4
"20040705",4
"20040706",8
"20040707",4
"20040708",4
"20040709",10
"20040710",10
"20040711",2
"20040712",6
"20040713",4
"20040714",1
"20040715",5
"20040716",1
"20040717",6
"20040718",4
"20040719",5
"20040720",11
"20040721",4
"20040722",5
"20040723",4
"20040724",7
"20040725",4
"20040726",7
"20040727",1
"20040728",4
"20040729",2
"20040730",5
"20040731",2
"20040801",9
"20040802",4
"20040803",6
"20040804",5
"20040805",2
"20040806",6
"20040808",6
"20040809",5
"20040810",5
"20040811",2
"20040812",3
"20040813",3
"20040814",5
"20040815",4
"20040816",5
"20040817",2
"20040818",4
"20040819",5
"20040820",5
"20040821",2
"20040822",7
"20040823",3
"20040824",4
"20040825",4
"20040826",2
"20040827",2
"20040828",1
"20040829",1
"20040830",1
"20040831",3
"20040901",22
"20040902",5
"20040903",2
"20040904",3
"20040905",1
"20040906",4
"20040907",5
"20040908",9
"20040909",6
"20040910",4
"20040911",2
"20040912",1
"20040913",3
"20040914",3
"20040915",2
"20040917",2
"20040918",4
"20040919",1
"20040920",6
"20040921",8
"20040922",1
"20040923",5
"20040924",2
"20040925",1
"20040926",1
"20040927",3
"20040928",3
"20040929",3
"20040930",6
"20041001",19
"20041002",2
"20041003",2
"20041004",3
"20041005",4
"20041006",5
"20041007",2
"20041008",2
"20041009",3
"20041010",4
"20041012",8
"20041013",2
"20041014",2
"20041015",2
"20041016",1
"20041017",5
"20041018",1
"20041019",3
"20041020",3
"20041022",2
"20041023",4
"20041024",5
"20041025",3
"20041026",4
"20041027",7
"20041028",3
"20041029",3
"20041030",3
"20041031",3
"20041101",17
"20041102",2
"20041103",2
"20041104",5
"20041105",2
"20041106",1
"20041107",2
"20041108",6
"20041109",2
"20041110",4
"20041111",3
"20041112",4
"20041113",2
"20041114",4
"20041115",7
"20041116",5
"20041117",4
"20041118",3
"20041119",9
"20041120",5
"20041121",3
"20041122",2
"20041123",1
"20041124",1
"20041125",4
"20041126",1
"20041128",1
"20041129",1
"20041130",6
"20041201",20
"20041202",2
"20041203",1
"20041204",2
"20041205",2
"20041206",5
"20041207",4
"20041208",3
"20041209",1
"20041210",5
"20041211",1
"20041212",6
"20041213",2
"20041214",4
"20041215",3
"20041217",2
"20041218",6
"20041220",3
"20041221",2
"20041222",1
"20041223",7
"20041224",4
"20041225",3
"20041226",2
"20041227",2
"20041228",1
"20041229",2
"20041230",3
"20041231",10
"20050101",66
"20050102",3
"20050103",8
"20050104",4
"20050105",3
"20050106",4
"20050107",8
"20050108",8
"20050109",2
"20050110",2
"20050111",5
"20050112",5
"20050113",3
"20050114",2
"20050115",2
"20050116",7
"20050117",2
"20050118",2
"20050119",4
"20050120",5
"20050121",7
"20050122",3
"20050123",6
"20050124",3
"20050125",7
"20050126",3
"20050127",3
"20050128",3
"20050129",4
"20050130",6
"20050131",6
"20050201",11
"20050202",4
"20050203",10
"20050204",3
"20050205",5
"20050206",5
"20050208",2
"20050210",4
"20050212",1
"20050213",3
"20050214",4
"20050215",1
"20050216",3
"20050217",4
"20050218",4
"20050219",2
"20050220",1
"20050221",6
"20050222",5
"20050223",4
"20050224",3
"20050226",4
"20050227",3
"20050228",5
"20050301",26
"20050302",5
"20050303",4
"20050304",3
"20050305",10
"20050306",2
"20050307",6
"20050308",7
"20050309",4
"20050310",1
"20050312",1
"20050313",3
"20050314",4
"20050315",2
"20050317",4
"20050318",6
"20050319",2
"20050320",3
"20050321",5
"20050322",6
"20050323",2
"20050324",5
"20050325",4
"20050326",1
"20050327",4
"20050328",6
"20050329",4
"20050330",2
"20050331",2
"20050401",12
"20050402",2
"20050403",1
"20050404",4
"20050405",4
"20050406",10
"20050408",4
"20050409",2
"20050411",6
"20050412",1
"20050413",2
"20050414",4
"20050415",1
"20050416",7
"20050417",2
"20050418",5
"20050419",3
"20050420",2
"20050421",1
"20050422",4
"20050423",2
"20050424",1
"20050425",3
"20050426",3
"20050427",3
"20050428",2
"20050429",7
"20050430",3
"20050501",11
"20050502",6
"20050503",5
"20050504",4
"20050505",11
"20050506",4
"20050507",1
"20050508",2
"20050509",3
"20050510",3
"20050511",1
"20050512",1
"20050513",4
"20050514",3
"20050515",7
"20050516",1
"20050517",4
"20050518",5
"20050519",3
"20050520",6
"20050521",1
"20050522",5
"20050523",1
"20050524",2
"20050525",5
"20050526",4
"20050527",6
"20050528",2
"20050530",5
"20050531",1
"20050601",15
"20050602",1
"20050603",2
"20050604",4
"20050605",3
"20050606",3
"20050607",2
"20050608",4
"20050609",1
"20050610",4
"20050611",4
"20050612",3
"20050613",2
"20050614",5
"20050615",5
"20050616",8
"20050617",2
"20050618",2
"20050621",3
"20050622",3
"20050623",7
"20050624",5
"20050625",2
"20050626",1
"20050627",2
"20050628",2
"20050629",6
"20050630",3
"20050701",12
"20050702",2
"20050703",2
"20050704",3
"20050705",7
"20050706",4
"20050707",5
"20050708",2
"20050709",2
"20050710",6
"20050711",4
"20050712",3
"20050714",6
"20050715",3
"20050716",2
"20050717",3
"20050718",3
"20050719",5
"20050720",4
"20050721",2
"20050722",2
"20050723",4
"20050724",1
"20050725",3
"20050726",5
"20050727",2
"20050728",5
"20050729",3
"20050730",2
"20050731",1
"20050801",9
"20050802",5
"20050803",5
"20050804",2
"20050805",2
"20050806",1
"20050808",4
"20050809",1
"20050810",4
"20050811",3
"20050812",6
"20050813",2
"20050814",3
"20050815",7
"20050816",3
"20050817",1
"20050818",4
"20050820",3
"20050821",1
"20050822",6
"20050823",3
"20050824",2
"20050825",5
"20050826",4
"20050827",2
"20050828",3
"20050829",5
"20050830",5
"20050831",5
"20050901",20
"20050902",2
"20050903",3
"20050904",2
"20050905",3
"20050906",1
"20050907",4
"20050908",2
"20050909",4
"20050911",2
"20050912",4
"20050913",2
"20050914",3
"20050915",2
"20050916",1
"20050917",1
"20050918",2
"20050919",1
"20050920",2
"20050921",5
"20050922",2
"20050923",4
"20050924",5
"20050925",11
"20050926",5
"20050927",3
"20050928",3
"20050929",3
"20050930",3
"20051001",18
"20051002",4
"20051003",11
"20051004",1
"20051005",1
"20051006",3
"20051007",3
"20051008",4
"20051010",5
"20051011",4
"20051012",4
"20051013",1
"20051014",4
"20051015",5
"20051016",6
"20051017",6
"20051018",3
"20051019",2
"20051020",5
"20051022",2
"20051023",3
"20051024",5
"20051025",3
"20051026",2
"20051027",5
"20051028",4
"20051029",2
"20051030",3
"20051031",4
"20051101",13
"20051102",2
"20051104",1
"20051105",4
"20051107",8
"20051108",3
"20051109",1
"20051110",3
"20051111",1
"20051113",1
"20051114",3
"20051115",6
"20051116",3
"20051117",4
"20051118",1
"20051119",1
"20051120",1
"20051121",4
"20051123",1
"20051124",4
"20051125",1
"20051126",1
"20051127",1
"20051128",4
"20051129",5
"20051130",9
"20051201",9
"20051202",2
"20051203",2
"20051205",5
"20051206",2
"20051207",4
"20051208",3
"20051209",3
"20051210",1
"20051211",3
"20051213",3
"20051214",2
"20051215",4
"20051216",1
"20051217",2
"20051218",1
"20051219",7
"20051220",3
"20051221",5
"20051222",3
"20051223",4
"20051224",2
"20051225",2
"20051226",3
"20051227",2
"20051228",3
"20051229",2
"20051230",3
"20051231",4
"20060101",71
"20060102",4
"20060103",4
"20060104",6
"20060105",4
"20060106",1
"20060108",1
"20060109",5
"20060110",7
"20060111",7
"20060112",3
"20060113",3
"20060114",2
"20060115",1
"20060116",1
"20060117",7
"20060118",2
"20060119",5
"20060120",6
"20060121",4
"20060122",2
"20060123",2
"20060124",3
"20060125",4
"20060126",6
"20060127",2
"20060128",1
"20060129",2
"20060130",1
"20060131",8
"20060201",16
"20060202",5
"20060203",1
"20060204",4
"20060205",4
"20060207",3
"20060208",2
"20060209",3
"20060210",2
"20060211",2
"20060212",2
"20060213",6
"20060214",4
"20060215",2
"20060216",4
"20060217",2
"20060218",3
"20060219",3
"20060220",4
"20060221",1
"20060222",3
"20060223",1
"20060225",2
"20060226",1
"20060227",5
"20060228",6
"20060301",13
"20060302",3
"20060303",5
"20060304",3
"20060305",1
"20060306",9
"20060307",3
"20060308",1
"20060309",4
"20060310",5
"20060312",2
"20060313",2
"20060314",3
"20060315",3
"20060316",4
"20060317",3
"20060318",4
"20060319",1
"20060320",7
"20060321",1
"20060322",4
"20060323",4
"20060324",5
"20060325",4
"20060326",4
"20060327",1
"20060328",3
"20060329",2
"20060330",3
"20060331",1
"20060401",16
"20060402",5
"20060403",5
"20060404",5
"20060405",4
"20060406",8
"20060407",1
"20060408",1
"20060409",2
"20060410",3
"20060412",4
"20060413",3
"20060414",3
"20060415",1
"20060416",3
"20060417",8
"20060418",2
"20060419",5
"20060420",7
"20060421",3
"20060422",1
"20060423",4
"20060424",3
"20060425",2
"20060426",4
"20060427",3
"20060428",5
"20060429",1
"20060430",3
"20060501",17
"20060502",2
"20060503",1
"20060504",7
"20060505",3
"20060506",4
"20060507",5
"20060508",4
"20060509",1
"20060510",4
"20060511",2
"20060512",3
"20060513",4
"20060514",5
"20060515",2
"20060516",6
"20060517",3
"20060518",22
"20060519",8
"20060520",5
"20060521",3
"20060522",2
"20060523",2
"20060524",3
"20060526",6
"20060527",3
"20060529",4
"20060530",1
"20060531",2
"20060601",18
"20060602",4
"20060603",4
"20060604",1
"20060605",2
"20060606",9
"20060607",4
"20060608",4
"20060609",1
"20060610",4
"20060611",7
"20060612",4
"20060613",1
"20060614",5
"20060615",2
"20060618",3
"20060619",3
"20060620",10
"20060622",3
"20060623",4
"20060624",3
"20060625",6
"20060626",5
"20060627",7
"20060628",2
"20060630",9
"20060701",11
"20060702",2
"20060703",3
"20060704",2
"20060705",6
"20060706",4
"20060707",3
"20060708",1
"20060709",1
"20060710",6
"20060711",2
"20060712",4
"20060714",5
"20060715",1
"20060716",4
"20060717",3
"20060718",3
"20060719",8
"20060720",1
"20060721",4
"20060722",1
"20060723",2
"20060724",8
"20060725",6
"20060726",5
"20060727",2
"20060728",2
"20060729",2
"20060730",3
"20060731",1
"20060801",13
"20060802",4
"20060803",2
"20060804",1
"20060805",4
"20060806",4
"20060807",7
"20060808",1
"20060809",4
"20060810",4
"20060811",3
"20060812",3
"20060813",1
"20060814",4
"20060815",4
"20060816",3
"20060818",5
"20060819",3
"20060820",3
"20060821",5
"20060822",6
"20060823",3
"20060824",7
"20060825",3
"20060826",5
"20060827",3
"20060828",6
"20060829",5
"20060830",6
"20060831",5
"20060901",19
"20060902",4
"20060903",5
"20060904",6
"20060905",6
"20060906",5
"20060907",10
"20060908",9
"20060909",11
"20060910",14
"20060911",7
"20060912",14
"20060913",15
"20060914",10
"20060915",17
"20060916",7
"20060917",4
"20060918",9
"20060919",5
"20060920",5
"20060922",4
"20060923",3
"20060924",4
"20060925",5
"20060926",5
"20060927",3
"20060928",5
"20060929",18
"20060930",4
"20061001",18
"20061002",2
"20061003",8
"20061004",1
"20061005",8
"20061006",2
"20061007",2
"20061008",3
"20061009",5
"20061010",8
"20061011",3
"20061012",4
"20061014",2
"20061015",6
"20061016",5
"20061017",3
"20061018",3
"20061019",2
"20061020",3
"20061021",1
"20061022",3
"20061023",7
"20061025",6
"20061026",2
"20061027",2
"20061028",2
"20061029",2
"20061030",1
"20061031",7
"20061101",20
"20061102",6
"20061103",14
"20061104",3
"20061105",2
"20061106",8
"20061107",5
"20061108",5
"20061109",7
"20061110",4
"20061111",2
"20061112",10
"20061113",4
"20061114",4
"20061115",1
"20061116",3
"20061117",4
"20061118",1
"20061119",2
"20061120",4
"20061121",8
"20061122",9
"20061123",1
"20061125",9
"20061126",4
"20061127",4
"20061128",1
"20061129",3
"20061130",2
"20061201",25
"20061202",3
"20061203",4
"20061204",6
"20061205",2
"20061206",1
"20061207",5
"20061208",4
"20061209",3
"20061210",5
"20061211",5
"20061212",6
"20061213",7
"20061214",11
"20061215",5
"20061216",7
"20061217",2
"20061218",7
"20061219",7
"20061220",6
"20061221",7
"20061222",1
"20061223",2
"20061224",3
"20061225",7
"20061226",4
"20061227",6
"20061228",5
"20061229",3
"20061230",3
"20070101",68
"20070102",11
"20070103",3
"20070104",5
"20070105",4
"20070106",3
"20070107",8
"20070108",4
"20070109",3
"20070110",3
"20070111",9
"20070112",9
"20070113",4
"20070114",4
"20070115",13
"20070116",5
"20070117",5
"20070118",8
"20070119",6
"20070120",10
"20070121",4
"20070122",7
"20070123",7
"20070124",7
"20070125",13
"20070126",7
"20070127",2
"20070128",7
"20070129",11
"20070130",10
"20070131",8
"20070201",37
"20070202",6
"20070203",12
"20070204",9
"20070205",16
"20070206",11
"20070207",15
"20070208",19
"20070209",18
"20070210",28
"20070211",30
"20070212",39
"20070213",28
"20070214",44
"20070215",27
"20070216",19
"20070217",9
"20070218",2
"20070219",11
"20070220",11
"20070221",7
"20070222",4
"20070223",5
"20070224",2
"20070226",8
"20070227",7
"20070228",4
"20070301",21
"20070302",6
"20070303",5
"20070304",3
"20070305",3
"20070306",6
"20070307",10
"20070308",5
"20070309",6
"20070310",7
"20070311",6
"20070312",8
"20070313",7
"20070314",5
"20070315",7
"20070316",1
"20070317",1
"20070318",3
"20070319",4
"20070320",6
"20070321",13
"20070322",3
"20070323",7
"20070324",3
"20070325",1
"20070326",9
"20070327",3
"20070328",5
"20070329",2
"20070330",1
"20070331",8
"20070401",21
"20070402",3
"20070403",7
"20070404",3
"20070405",2
"20070406",4
"20070407",1
"20070408",5
"20070409",6
"20070410",8
"20070411",9
"20070412",2
"20070413",2
"20070414",2
"20070415",3
"20070416",5
"20070417",4
"20070418",4
"20070419",4
"20070420",4
"20070421",1
"20070422",2
"20070423",11
"20070424",6
"20070425",3
"20070426",4
"20070427",1
"20070429",2
"20070430",2
"20070501",22
"20070502",7
"20070503",4
"20070504",3
"20070505",6
"20070506",4
"20070508",8
"20070509",6
"20070510",9
"20070511",6
"20070512",4
"20070513",2
"20070514",4
"20070515",5
"20070516",4
"20070517",7
"20070518",2
"20070519",8
"20070520",3
"20070521",8
"20070522",3
"20070523",4
"20070524",14
"20070525",3
"20070526",1
"20070527",2
"20070528",3
"20070529",4
"20070530",3
"20070531",4
"20070601",23
"20070602",2
"20070603",5
"20070604",8
"20070605",4
"20070606",6
"20070607",7
"20070608",7
"20070610",3
"20070611",8
"20070612",3
"20070613",11
"20070614",6
"20070615",2
"20070616",6
"20070617",11
"20070618",2
"20070619",3
"20070620",2
"20070621",7
"20070622",4
"20070623",1
"20070624",3
"20070625",5
"20070626",8
"20070627",7
"20070628",4
"20070630",4
"20070701",26
"20070702",5
"20070703",4
"20070704",3
"20070705",4
"20070706",4
"20070707",6
"20070708",4
"20070709",3
"20070710",7
"20070711",7
"20070712",14
"20070713",8
"20070714",5
"20070715",7
"20070716",12
"20070717",4
"20070718",5
"20070719",3
"20070720",7
"20070721",4
"20070722",5
"20070723",5
"20070724",7
"20070725",8
"20070726",1
"20070727",7
"20070728",4
"20070729",10
"20070730",6
"20070731",5
"20070801",14
"20070802",6
"20070803",6
"20070804",2
"20070805",6
"20070806",6
"20070807",4
"20070808",4
"20070809",7
"20070810",5
"20070811",2
"20070812",2
"20070813",4
"20070814",6
"20070815",3
"20070816",3
"20070817",2
"20070818",3
"20070819",2
"20070820",6
"20070821",5
"20070822",6
"20070823",3
"20070824",2
"20070825",4
"20070826",3
"20070827",7
"20070828",6
"20070829",1
"20070830",5
"20070831",4
"20070901",26
"20070902",4
"20070903",6
"20070904",1
"20070905",5
"20070906",1
"20070907",5
"20070908",1
"20070909",2
"20070910",1
"20070911",5
"20070912",7
"20070913",7
"20070914",6
"20070915",5
"20070916",6
"20070917",3
"20070918",4
"20070919",11
"20070920",6
"20070921",4
"20070922",2
"20070923",5
"20070924",5
"20070925",6
"20070926",4
"20070927",6
"20070928",3
"20070929",2
"20070930",2
"20071001",23
"20071002",6
"20071003",2
"20071004",6
"20071005",2
"20071006",4
"20071007",2
"20071008",6
"20071009",5
"20071010",12
"20071011",7
"20071012",7
"20071013",3
"20071014",2
"20071015",8
"20071016",8
"20071017",7
"20071018",12
"20071019",5
"20071020",4
"20071021",2
"20071022",4
"20071023",6
"20071024",7
"20071026",6
"20071027",5
"20071028",5
"20071029",4
"20071030",5
"20071031",9
"20071101",25
"20071102",8
"20071103",1
"20071104",2
"20071105",4
"20071106",7
"20071107",2
"20071108",3
"20071109",5
"20071110",4
"20071111",10
"20071112",5
"20071113",7
"20071114",2
"20071115",4
"20071116",11
"20071117",4
