"Year","Month","State","Illnesses","setting_new","Etiology_new"
2010,6,"Multistate",10,"private residence","Escherichia"
2011,12,"Oregon",8,"private residence","Norovirus"
2011,12,"Oregon",9,"caterer","Norovirus"
2011,12,"Oregon",9,"restaurant","Norovirus"
2011,12,"Oregon",10,"private residence","Norovirus"
2010,4,"Multistate",12,"restaurant","Salmonella"
2011,12,"Florida",2,"restaurant","Other"
2012,1,"Illinois",41,"office","Norovirus"
2012,1,"New York",9,"restaurant","Campylobacter"
2011,8,"Michigan",2,"restaurant","Other"
2011,10,"Arizona",3,"grocery","Norovirus"
2012,1,"Minnesota",21,"restaurant","Norovirus"
2012,1,"Minnesota",3,"restaurant","Norovirus"
2012,1,"Minnesota",10,"restaurant","Norovirus"
2010,3,"Multistate",6,"private residence","Other"
2012,1,"New Mexico",4,"restaurant","Norovirus"
2011,12,"New York",5,"restaurant","Salmonella"
2011,8,"California",9,"restaurant","Norovirus"
2012,1,"Virginia",7,"restaurant","Norovirus"
2010,4,"Multistate",44,"private residence","Salmonella"
2012,1,"New York",4,"restaurant","Norovirus"
2012,1,"New York",13,"restaurant","Norovirus"
2010,5,"Multistate",9,"grocery","Escherichia"
2012,1,"Virginia",15,"restaurant","Norovirus"
2012,1,"Florida",2,"restaurant","Other"
2011,10,"Wisconsin",24,"other","Norovirus"
2012,1,"New York",4,"restaurant","Other"
2011,12,"California",49,"restaurant","Other"
2011,11,"Pennsylvania",9,"restaurant","Norovirus"
2012,1,"Idaho",3,"restaurant","Salmonella"
2012,1,"Florida",4,"restaurant","Salmonella"
2012,1,"Virginia",3,"restaurant","Norovirus"
2011,5,"Ohio",11,"private residence","Salmonella"
2012,1,"New York",14,"restaurant","Norovirus"
2012,1,"Minnesota",8,"restaurant","Norovirus"
2012,1,"Minnesota",7,"restaurant","Salmonella"
2011,7,"Montana",5,"restaurant","Salmonella"
2012,1,"Virginia",12,"caterer","Norovirus"
2011,3,"California",4,"other","Norovirus"
2012,1,"Kansas",6,"restaurant","Norovirus"
2011,12,"Kansas",18,"other","Campylobacter"
2012,1,"Washington",9,"restaurant","Norovirus"
2012,1,"Pennsylvania",2,"private residence","Other"
2011,12,"Nevada",21,"other","Other"
2011,12,"Ohio",2,"restaurant","Campylobacter"
2010,12,"Multistate",9,"restaurant","Salmonella"
2012,1,"Ohio",3,"restaurant","Campylobacter"
2012,1,"Virginia",2,"restaurant","Other"
2012,2,"Virginia",13,"restaurant","Norovirus"
2010,4,"Multistate",35,"private residence","Salmonella"
2011,7,"California",2,"restaurant","Salmonella"
2011,8,"California",5,"restaurant","Salmonella"
2011,8,"Maryland",5,"other","Salmonella"
2012,2,"Illinois",18,"restaurant","Norovirus"
2012,1,"Maryland",8,"restaurant","Salmonella"
2012,2,"Virginia",16,"restaurant","Norovirus"
2010,7,"Multistate",30,"restaurant","Salmonella"
2012,2,"New York",22,"caterer","Norovirus"
2012,2,"Maryland",15,"private residence","Norovirus"
2012,1,"New York",6,"other","Campylobacter"
2011,10,"Arizona",4,"restaurant","Norovirus"
2011,11,"Arizona",9,"restaurant","Norovirus"
2011,11,"Arizona",2,"restaurant","Norovirus"
2011,12,"Arizona",5,"restaurant","Norovirus"
2011,12,"Arizona",5,"restaurant","Norovirus"
2012,1,"Arizona",7,"restaurant","Norovirus"
2011,5,"California",28,"private residence","Norovirus"
2010,8,"Multistate",8,"private residence","Escherichia"
2012,2,"Virginia",20,"school","Norovirus"
2010,10,"Multistate",38,"grocery","Escherichia"
2012,2,"Illinois",9,"restaurant","Norovirus"
2012,1,"Florida",17,"caterer","Norovirus"
2011,12,"Ohio",10,"private residence","Other"
2012,2,"New York",2,"restaurant","Other"
2012,2,"Arizona",4,"restaurant","Other"
2012,2,"Ohio",29,"restaurant","Norovirus"
2012,1,"Rhode Island",17,"restaurant","Norovirus"
2011,5,"California",22,"restaurant","Norovirus"
2011,12,"Georgia",32,"restaurant","Norovirus"
2010,12,"Multistate",8,"private residence","Escherichia"
2011,8,"Washington",2,"restaurant","Other"
2011,4,"Washington",5,"restaurant","Norovirus"
2012,2,"Minnesota",2,"restaurant","Other"
2011,12,"Michigan",22,"restaurant","Escherichia"
2010,12,"Multistate",3,"restaurant","Salmonella"
2012,2,"Ohio",42,"caterer","Norovirus"
2012,2,"South Carolina",6,"other","Other"
2012,2,"Washington",3,"private residence","Other"
2012,2,"Illinois",3,"restaurant","Salmonella"
2012,1,"Tennessee",6,"restaurant","Other"
2011,3,"California",3,"other","Norovirus"
2011,11,"California",9,"restaurant","Norovirus"
2011,10,"California",25,"caterer","Norovirus"
2012,1,"Washington",23,"restaurant","Norovirus"
2012,2,"Minnesota",8,"restaurant","Norovirus"
2012,1,"Pennsylvania",2,"other","Campylobacter"
2011,9,"New Jersey",2,"other","Other"
2012,2,"New York",7,"caterer","Norovirus"
2012,2,"Maryland",11,"restaurant","Norovirus"
2012,2,"Kansas",14,"private residence","Norovirus"
2012,3,"Ohio",11,"caterer","Norovirus"
2009,11,"Multistate",35,"private residence","Salmonella"
2012,2,"Ohio",2,"restaurant","Norovirus"
2012,3,"Illinois",2,"restaurant","Other"
2012,2,"Rhode Island",7,"restaurant","Norovirus"
2011,6,"New Jersey",13,"other","Norovirus"
2012,1,"Ohio",6,"caterer","Norovirus"
2012,2,"Ohio",29,"restaurant","Norovirus"
2012,2,"Connecticut",2,"restaurant","Salmonella"
2012,3,"Ohio",2,"restaurant","Norovirus"
2012,3,"Ohio",2,"other","Norovirus"
2012,2,"Idaho",3,"other","Other"
2012,2,"New Hampshire",29,"caterer","Norovirus"
2011,5,"New Jersey",42,"restaurant","Norovirus"
2011,12,"New Jersey",30,"restaurant","Norovirus"
2012,1,"North Dakota",19,"caterer","Norovirus"
2011,4,"New Jersey",27,"caterer","Norovirus"
2011,9,"New Jersey",2,"private residence","Other"
2011,10,"New Jersey",2,"private residence","Other"
2012,3,"Minnesota",31,"other","Norovirus"
2012,3,"Minnesota",3,"restaurant","Norovirus"
2012,3,"Minnesota",9,"restaurant","Norovirus"
2011,9,"Wisconsin",20,"restaurant","Salmonella"
2011,10,"Wisconsin",4,"restaurant","Escherichia"
2011,9,"North Carolina",6,"restaurant","Salmonella"
2011,12,"Colorado",6,"restaurant","Norovirus"
2012,3,"Minnesota",18,"private residence","Other"
2012,1,"Delaware",5,"restaurant","Norovirus"
2012,1,"Oregon",20,"private residence","Norovirus"
2012,1,"Oregon",22,"private residence","Norovirus"
2012,2,"Oregon",8,"restaurant","Norovirus"
2012,2,"Oregon",27,"caterer","Norovirus"
2012,1,"South Carolina",23,"private residence","Salmonella"
2012,3,"Minnesota",7,"restaurant","Other"
2012,3,"Virginia",14,"restaurant","Norovirus"
2011,10,"Colorado",11,"caterer","Norovirus"
2011,10,"Ohio",4,"private residence","Salmonella"
2012,3,"New York",2,"private residence","Other"
2012,3,"New York",14,"restaurant","Salmonella"
2011,12,"Florida",7,"private residence","Other"
2012,3,"Ohio",12,"restaurant","Norovirus"
2011,12,"Wisconsin",33,"other","Norovirus"
2012,3,"Georgia",7,"restaurant","Norovirus"
2012,4,"Illinois",35,"private residence","Norovirus"
2011,12,"Wisconsin",14,"other","Norovirus"
2012,4,"Illinois",11,"restaurant","Norovirus"
2012,3,"Connecticut",10,"caterer","Norovirus"
2012,3,"Florida",10,"restaurant","Norovirus"
2012,3,"Missouri",19,"private residence","Escherichia"
2011,10,"California",8,"restaurant","Other"
2012,1,"California",8,"restaurant","Norovirus"
2012,4,"New York",3,"other","Other"
2012,4,"New York",13,"restaurant","Norovirus"
2012,3,"Florida",15,"restaurant","Norovirus"
2010,10,"California",6,"restaurant","Other"
2011,12,"California",6,"restaurant","Norovirus"
2011,12,"California",4,"private residence","Other"
2012,4,"Minnesota",22,"restaurant","Other"
2012,4,"Minnesota",8,"restaurant","Other"
2012,2,"Florida",2,"restaurant","Norovirus"
2012,2,"Florida",4,"restaurant","Norovirus"
2012,3,"Florida",2,"restaurant","Norovirus"
2012,2,"Florida",8,"other","Salmonella"
2012,1,"California",7,"caterer","Norovirus"
2012,2,"California",9,"restaurant","Norovirus"
2011,11,"California",5,"restaurant","Other"
2010,1,"California",8,"restaurant","Norovirus"
2012,1,"New York",5,"restaurant","Norovirus"
2012,4,"Ohio",29,"caterer","Norovirus"
2012,4,"Oregon",16,"other","Escherichia"
2012,4,"Oregon",6,"caterer","Norovirus"
2010,6,"California",13,"restaurant","Norovirus"
2012,3,"Ohio",5,"restaurant","Norovirus"
2011,6,"California",19,"office","Salmonella"
2010,7,"California",2,"restaurant","Norovirus"
2012,1,"Colorado",35,"other","Norovirus"
2012,3,"Florida",2,"private residence","Other"
2012,2,"Colorado",3,"restaurant","Campylobacter"
2011,7,"California",22,"restaurant","Salmonella"
2012,4,"Minnesota",4,"restaurant","Salmonella"
2012,2,"California",9,"restaurant","Norovirus"
2012,2,"California",8,"restaurant","Norovirus"
2012,2,"California",3,"restaurant","Norovirus"
2012,1,"California",3,"other","Norovirus"
2012,2,"California",2,"restaurant","Other"
2012,4,"New York",26,"restaurant","Norovirus"
2012,4,"Ohio",2,"restaurant","Norovirus"
2012,4,"Ohio",20,"caterer","Other"
2012,3,"Massachusetts",25,"restaurant","Norovirus"
2012,4,"Connecticut",4,"restaurant","Norovirus"
2012,4,"Maryland",7,"restaurant","Norovirus"
2012,3,"South Carolina",11,"restaurant","Norovirus"
2011,9,"California",8,"caterer","Salmonella"
2012,4,"Massachusetts",17,"restaurant","Salmonella"
2012,1,"Florida",2,"restaurant","Salmonella"
2012,1,"Florida",11,"restaurant","Norovirus"
2012,4,"Florida",6,"restaurant","Norovirus"
2012,4,"Virginia",5,"office","Salmonella"
2012,5,"Ohio",6,"restaurant","Norovirus"
2012,3,"Massachusetts",9,"restaurant","Norovirus"
2012,3,"Arizona",10,"other","Norovirus"
2012,4,"Ohio",6,"restaurant","Norovirus"
2012,3,"Idaho",4,"grocery","Other"
2012,4,"Minnesota",8,"restaurant","Norovirus"
2012,4,"Minnesota",25,"other","Other"
2012,5,"Ohio",9,"restaurant","Norovirus"
2012,3,"Michigan",5,"restaurant","Salmonella"
2011,5,"Massachusetts",18,"grocery","Norovirus"
2012,5,"New York",15,"restaurant","Norovirus"
2012,4,"Ohio",5,"restaurant","Norovirus"
2012,5,"Connecticut",20,"other","Salmonella"
2012,5,"Ohio",2,"other","Salmonella"
2012,3,"Pennsylvania",14,"restaurant","Other"
2012,1,"California",21,"restaurant","Norovirus"
2012,5,"Illinois",18,"restaurant","Norovirus"
2011,12,"California",17,"restaurant","Norovirus"
2011,9,"North Dakota",6,"restaurant","Norovirus"
2011,11,"North Dakota",23,"caterer","Other"
2012,5,"Minnesota",6,"private residence","Salmonella"
2012,5,"Minnesota",7,"other","Campylobacter"
2012,4,"Michigan",5,"restaurant","Norovirus"
2012,5,"New York",7,"other","Salmonella"
2012,5,"Ohio",15,"private residence","Campylobacter"
2012,6,"Illinois",18,"caterer","Norovirus"
2012,5,"Maryland",8,"private residence","Norovirus"
2012,4,"Maryland",4,"restaurant","Salmonella"
2012,5,"Connecticut",13,"other","Norovirus"
2012,5,"Virginia",2,"restaurant","Salmonella"
2012,5,"South Carolina",10,"restaurant","Other"
2012,4,"Washington",2,"restaurant","Other"
2012,4,"Maryland",11,"restaurant","Campylobacter"
2012,5,"South Carolina",17,"caterer","Other"
2012,6,"Illinois",7,"restaurant","Norovirus"
2012,3,"Pennsylvania",25,"restaurant","Norovirus"
2012,6,"New York",15,"restaurant","Norovirus"
2012,2,"Arizona",5,"restaurant","Norovirus"
2012,5,"Florida",5,"restaurant","Norovirus"
2012,5,"Hawaii",6,"restaurant","Norovirus"
2012,6,"Rhode Island",4,"other","Other"
2012,6,"Illinois",8,"private residence","Salmonella"
2012,1,"California",15,"restaurant","Salmonella"
2012,5,"Colorado",33,"restaurant","Norovirus"
2012,6,"New York",9,"caterer","Norovirus"
2012,6,"Ohio",14,"restaurant","Norovirus"
2012,6,"Iowa",17,"private residence","Salmonella"
2012,5,"Georgia",20,"private residence","Salmonella"
2012,4,"Oregon",14,"caterer","Norovirus"
2012,6,"Oregon",3,"private residence","Other"
2012,6,"Iowa",5,"other","Campylobacter"
2010,9,"Multistate",8,"restaurant","Escherichia"
2012,6,"Connecticut",3,"private residence","Salmonella"
2012,6,"Minnesota",8,"private residence","Norovirus"
2010,10,"Idaho",3,"private residence","Escherichia"
2012,3,"Washington",2,"restaurant","Other"
2012,6,"Washington",3,"restaurant","Other"
2012,7,"New York",2,"restaurant","Other"
2012,7,"New York",19,"restaurant","Norovirus"
2012,6,"New York",2,"restaurant","Other"
2012,3,"Arizona",8,"restaurant","Norovirus"
2012,6,"Ohio",15,"caterer","Norovirus"
2012,7,"Ohio",21,"caterer","Campylobacter"
2012,6,"Minnesota",11,"restaurant","Salmonella"
2012,7,"Georgia",5,"restaurant","Norovirus"
2012,3,"Arizona",4,"caterer","Norovirus"
2011,5,"California",26,"other","Campylobacter"
2012,4,"Hawaii",42,"restaurant","Salmonella"
2012,5,"California",7,"private residence","Salmonella"
2012,7,"Ohio",3,"restaurant","Norovirus"
2012,7,"Ohio",24,"caterer","Campylobacter"
2012,7,"Minnesota",2,"restaurant","Salmonella"
2012,4,"Arizona",2,"restaurant","Norovirus"
2012,5,"California",6,"prison","Campylobacter"
2012,5,"Maine",14,"restaurant","Salmonella"
2012,7,"Minnesota",9,"restaurant","Norovirus"
2011,2,"Multistate",20,"private residence","Salmonella"
2012,6,"Pennsylvania",9,"restaurant","Norovirus"
2012,7,"Pennsylvania",3,"other","Campylobacter"
2012,5,"Arizona",7,"private residence","Norovirus"
2011,1,"Multistate",14,"grocery","Escherichia"
2012,5,"Arizona",2,"office","Norovirus"
2012,7,"Virginia",7,"restaurant","Other"
2012,4,"Wisconsin",7,"restaurant","Other"
2012,5,"Arizona",11,"restaurant","Norovirus"
2012,6,"Arizona",3,"restaurant","Norovirus"
2012,7,"Florida",3,"private residence","Other"
2012,7,"Florida",3,"other","Other"
2012,6,"Arizona",4,"restaurant","Norovirus"
2012,5,"California",12,"other","Campylobacter"
2012,6,"California",5,"restaurant","Other"
2012,6,"Washington",14,"restaurant","Salmonella"
2012,4,"California",12,"restaurant","Escherichia"
2012,6,"Tennessee",15,"restaurant","Campylobacter"
2012,6,"Tennessee",12,"restaurant","Salmonella"
2012,7,"Tennessee",27,"other","Salmonella"
2012,8,"Ohio",22,"caterer","Norovirus"
2012,7,"Illinois",2,"restaurant","Salmonella"
2012,7,"Minnesota",8,"private residence","Campylobacter"
2012,7,"Illinois",10,"private residence","Salmonella"
2012,8,"Minnesota",10,"restaurant","Norovirus"
2012,8,"Ohio",10,"private residence","Norovirus"
2012,8,"Ohio",2,"restaurant","Norovirus"
2012,8,"Connecticut",5,"restaurant","Norovirus"
2012,8,"Ohio",4,"private residence","Campylobacter"
2012,7,"Washington",8,"restaurant","Norovirus"
2012,8,"Minnesota",5,"other","Salmonella"
2012,7,"Massachusetts",2,"restaurant","Other"
2012,3,"Massachusetts",23,"restaurant","Salmonella"
2012,6,"Iowa",3,"caterer","Campylobacter"
2012,5,"Florida",11,"caterer","Other"
2012,4,"Massachusetts",18,"restaurant","Salmonella"
2012,8,"Minnesota",8,"restaurant","Norovirus"
2012,8,"Minnesota",24,"private residence","Salmonella"
2012,6,"Oregon",7,"restaurant","Norovirus"
2012,7,"Oregon",27,"caterer","Norovirus"
2012,8,"Oregon",18,"caterer","Norovirus"
2012,9,"Illinois",4,"restaurant","Norovirus"
2012,7,"South Dakota",32,"caterer","Other"
2012,1,"Wisconsin",11,"other","Norovirus"
2012,6,"Massachusetts",9,"restaurant","Salmonella"
2012,8,"New York",22,"private residence","Norovirus"
2012,9,"Illinois",16,"restaurant","Norovirus"
2012,4,"Colorado",37,"caterer","Other"
2012,6,"Colorado",15,"restaurant","Norovirus"
2012,5,"Colorado",5,"restaurant","Salmonella"
2012,8,"Maryland",6,"restaurant","Other"
2011,10,"Multistate",20,"private residence","Salmonella"
2012,8,"Ohio",2,"private residence","Campylobacter"
2012,8,"Ohio",4,"private residence","Campylobacter"
2012,8,"Massachusetts",3,"restaurant","Other"
2010,12,"Florida",27,"restaurant","Norovirus"
2012,9,"Ohio",4,"caterer","Norovirus"
2012,9,"Ohio",37,"caterer","Norovirus"
2012,8,"Tennessee",13,"restaurant","Other"
2011,7,"New York",10,"other","Salmonella"
2012,9,"Minnesota",2,"restaurant","Other"
2011,8,"California",5,"other","Escherichia"
2012,8,"California",3,"restaurant","Other"
2012,7,"California",5,"restaurant","Other"
2012,9,"Minnesota",13,"restaurant","Norovirus"
2012,5,"Wisconsin",6,"restaurant","Norovirus"
2012,9,"Ohio",11,"restaurant","Norovirus"
2012,9,"Minnesota",14,"restaurant","Norovirus"
2012,9,"Illinois",22,"caterer","Norovirus"
2012,8,"Illinois",17,"restaurant","Salmonella"
2012,9,"Illinois",45,"restaurant","Norovirus"
2012,9,"Oregon",25,"other","Norovirus"
2012,8,"Pennsylvania",3,"private residence","Escherichia"
2012,9,"Pennsylvania",9,"restaurant","Escherichia"
2012,9,"New York",6,"restaurant","Salmonella"
2012,8,"Maine",2,"grocery","Salmonella"
2012,8,"Alaska",3,"private residence","Other"
2011,10,"Multistate",26,"private residence","Escherichia"
2012,8,"Alaska",2,"restaurant","Other"
2012,7,"Nevada",18,"private residence","Salmonella"
2012,9,"South Carolina",20,"restaurant","Other"
2012,9,"Minnesota",2,"restaurant","Salmonella"
2012,5,"Kansas",13,"private residence","Salmonella"
2012,9,"Ohio",4,"private residence","Other"
2012,3,"Utah",2,"other","Campylobacter"
2012,2,"Utah",8,"other","Campylobacter"
2012,9,"Hawaii",16,"other","Salmonella"
2012,9,"Florida",5,"restaurant","Norovirus"
2012,2,"Puerto Rico",5,"restaurant","Other"
2012,8,"California",6,"private residence","Norovirus"
2012,9,"Illinois",17,"other","Salmonella"
2012,10,"Illinois",23,"restaurant","Norovirus"
2012,1,"New Jersey",7,"restaurant","Norovirus"
2012,9,"Oregon",7,"restaurant","Norovirus"
2012,10,"Minnesota",2,"restaurant","Norovirus"
2010,2,"Indiana",18,"other","Campylobacter"
2012,10,"Minnesota",4,"restaurant","Norovirus"
2012,8,"Kansas",16,"restaurant","Salmonella"
2012,8,"California",6,"restaurant","Other"
2012,9,"Washington",7,"private residence","Other"
2011,7,"New Jersey",2,"private residence","Other"
2012,8,"Nebraska",21,"other","Salmonella"
2012,9,"California",2,"restaurant","Other"
2010,12,"California",7,"other","Salmonella"
2012,9,"Ohio",2,"private residence","Norovirus"
2012,10,"Virginia",25,"restaurant","Salmonella"
2012,10,"Illinois",2,"restaurant","Norovirus"
2012,10,"Ohio",14,"restaurant","Norovirus"
2012,10,"Connecticut",6,"restaurant","Norovirus"
2012,9,"New York",11,"restaurant","Other"
2012,10,"Minnesota",19,"restaurant","Norovirus"
2012,9,"Kentucky",3,"other","Campylobacter"
2012,3,"Puerto Rico",2,"private residence","Other"
2012,9,"Maryland",9,"restaurant","Salmonella"
2012,10,"Oregon",9,"private residence","Campylobacter"
2012,10,"Oregon",4,"restaurant","Escherichia"
2012,7,"Maryland",7,"restaurant","Escherichia"
2012,9,"Alabama",35,"private residence","Salmonella"
2012,10,"Illinois",12,"caterer","Norovirus"
2012,11,"Illinois",15,"restaurant","Norovirus"
2012,10,"Ohio",47,"caterer","Norovirus"
2012,11,"Minnesota",24,"caterer","Norovirus"
2012,11,"Ohio",5,"restaurant","Norovirus"
2012,9,"Minnesota",9,"restaurant","Campylobacter"
2012,4,"Wisconsin",22,"caterer","Other"
2012,10,"Ohio",2,"other","Salmonella"
2012,11,"Ohio",2,"restaurant","Norovirus"
2012,8,"Washington",7,"private residence","Other"
2012,1,"California",2,"other","Other"
2012,11,"Ohio",20,"caterer","Norovirus"
2012,11,"Washington",8,"restaurant","Norovirus"
2012,8,"Washington",5,"restaurant","Other"
2012,11,"Ohio",28,"caterer","Norovirus"
2012,10,"Kentucky",37,"restaurant","Norovirus"
2011,10,"Multistate",15,"caterer","Other"
2012,11,"Minnesota",50,"caterer","Norovirus"
2012,10,"Ohio",2,"restaurant","Other"
2012,11,"Oregon",8,"school","Other"
2012,10,"Florida",2,"restaurant","Salmonella"
2012,10,"Illinois",29,"restaurant","Salmonella"
2012,11,"Ohio",9,"other","Other"
2012,2,"Maryland",43,"caterer","Norovirus"
2012,11,"Kentucky",10,"other","Other"
2012,10,"Hawaii",16,"restaurant","Salmonella"
2012,10,"California",5,"restaurant","Other"
2012,7,"California",13,"restaurant","Salmonella"
2012,9,"California",14,"restaurant","Norovirus"
2012,11,"Illinois",16,"private residence","Salmonella"
2012,10,"South Carolina",33,"other","Salmonella"
2012,11,"Illinois",22,"restaurant","Norovirus"
2012,11,"Ohio",22,"caterer","Other"
2012,11,"Illinois",20,"grocery","Other"
2012,11,"New York",8,"restaurant","Other"
2012,6,"Michigan",2,"private residence","Other"
2012,10,"Florida",4,"restaurant","Norovirus"
2012,4,"Kentucky",7,"restaurant","Other"
2012,10,"Connecticut",13,"restaurant","Norovirus"
2012,11,"Connecticut",3,"restaurant","Norovirus"
2012,10,"Tennessee",27,"private residence","Salmonella"
2012,11,"Georgia",3,"restaurant","Norovirus"
2012,11,"Ohio",2,"restaurant","Norovirus"
2012,12,"Illinois",25,"caterer","Norovirus"
2012,12,"Minnesota",38,"caterer","Norovirus"
2012,8,"Washington",2,"private residence","Other"
2012,12,"Virginia",29,"caterer","Norovirus"
2012,12,"New York",11,"restaurant","Norovirus"
2012,12,"New York",2,"private residence","Other"
2012,10,"New York",7,"other","Other"
2012,11,"Florida",21,"restaurant","Norovirus"
2012,3,"Wisconsin",6,"restaurant","Norovirus"
2012,11,"Washington",5,"restaurant","Norovirus"
2012,8,"Washington",2,"restaurant","Other"
2012,12,"Oregon",3,"restaurant","Other"
2012,11,"Oregon",8,"restaurant","Norovirus"
2012,12,"Ohio",26,"caterer","Norovirus"
2012,12,"Ohio",49,"caterer","Norovirus"
2012,12,"Minnesota",4,"restaurant","Norovirus"
2012,11,"Minnesota",2,"private residence","Salmonella"
2012,11,"Washington",4,"restaurant","Norovirus"
2012,12,"Connecticut",8,"restaurant","Norovirus"
2012,11,"Florida",13,"restaurant","Norovirus"
2012,12,"Oklahoma",22,"caterer","Norovirus"
2012,12,"Tennessee",11,"restaurant","Norovirus"
2012,12,"Tennessee",43,"restaurant","Norovirus"
2012,12,"Minnesota",14,"restaurant","Norovirus"
2012,12,"Ohio",7,"restaurant","Escherichia"
2012,12,"Minnesota",3,"restaurant","Norovirus"
2012,11,"Pennsylvania",10,"private residence","Campylobacter"
2012,6,"Utah",12,"other","Campylobacter"
2012,12,"New York",2,"restaurant","Norovirus"
2012,12,"Louisiana",12,"private residence","Norovirus"
2012,12,"Illinois",10,"restaurant","Norovirus"
2012,12,"Tennessee",5,"restaurant","Norovirus"
2012,12,"Illinois",4,"restaurant","Norovirus"
2012,12,"Minnesota",23,"restaurant","Norovirus"
2012,12,"Minnesota",19,"restaurant","Norovirus"
2012,8,"Illinois",4,"other","Salmonella"
2012,12,"Arizona",14,"caterer","Norovirus"
2012,12,"Michigan",14,"other","Norovirus"
2012,12,"Connecticut",4,"restaurant","Norovirus"
2012,12,"South Carolina",3,"restaurant","Other"
2012,12,"Ohio",4,"other","Norovirus"
2012,12,"Idaho",28,"restaurant","Norovirus"
2012,11,"California",9,"restaurant","Norovirus"
2013,1,"Alabama",36,"other","Norovirus"
2012,10,"Texas",7,"private residence","Salmonella"
2013,1,"Ohio",33,"private residence","Other"
2013,1,"Ohio",5,"restaurant","Norovirus"
2012,12,"Georgia",31,"caterer","Norovirus"
2012,11,"California",17,"restaurant","Norovirus"
2012,10,"Michigan",3,"private residence","Escherichia"
2012,11,"Florida",6,"restaurant","Norovirus"
2013,1,"Minnesota",3,"restaurant","Norovirus"
2012,11,"California",6,"restaurant","Norovirus"
2012,4,"Puerto Rico",2,"private residence","Other"
2012,5,"New Jersey",3,"private residence","Other"
2012,10,"New Jersey",3,"private residence","Other"
2012,5,"New Jersey",2,"restaurant","Other"
2012,8,"Arizona",5,"other","Other"
2013,1,"Georgia",10,"restaurant","Norovirus"
2012,9,"Arizona",5,"school","Other"
2012,11,"California",7,"restaurant","Norovirus"
2013,1,"Georgia",8,"restaurant","Norovirus"
2012,10,"New Jersey",3,"private residence","Other"
2012,7,"New Jersey",2,"other","Other"
2012,4,"New Jersey",7,"restaurant","Norovirus"
2013,1,"Illinois",10,"restaurant","Norovirus"
2013,1,"Oregon",22,"caterer","Norovirus"
2013,1,"New York",14,"restaurant","Norovirus"
2013,1,"Arizona",4,"restaurant","Norovirus"
2013,1,"Ohio",10,"restaurant","Norovirus"
2013,1,"Minnesota",12,"caterer","Norovirus"
2013,1,"Rhode Island",3,"restaurant","Norovirus"
2013,1,"Tennessee",6,"restaurant","Norovirus"
2012,12,"Massachusetts",3,"other","Campylobacter"
2012,1,"New Jersey",7,"restaurant","Norovirus"
2012,12,"New Jersey",28,"restaurant","Norovirus"
2012,2,"New Jersey",9,"restaurant","Norovirus"
2012,6,"New Jersey",25,"restaurant","Norovirus"
2012,3,"New Jersey",3,"restaurant","Salmonella"
2012,10,"California",25,"school","Norovirus"
2012,11,"California",18,"restaurant","Norovirus"
2012,7,"New Jersey",10,"office","Norovirus"
2013,2,"Ohio",4,"restaurant","Norovirus"
2013,1,"Iowa",15,"restaurant","Other"
2013,2,"Tennessee",2,"restaurant","Norovirus"
2012,12,"Kansas",5,"restaurant","Norovirus"
2012,10,"New Mexico",17,"restaurant","Salmonella"
2012,1,"California",33,"other","Campylobacter"
2013,1,"Arizona",5,"restaurant","Norovirus"
2013,1,"Maryland",19,"restaurant","Norovirus"
2012,6,"Puerto Rico",2,"private residence","Other"
2013,2,"Ohio",5,"restaurant","Norovirus"
2012,10,"Florida",43,"private residence","Salmonella"
2012,12,"Pennsylvania",3,"private residence","Salmonella"
2013,2,"New York",2,"private residence","Other"
2012,12,"Michigan",4,"restaurant","Escherichia"
2013,2,"Ohio",3,"restaurant","Norovirus"
2013,2,"Ohio",18,"restaurant","Norovirus"
2013,2,"Minnesota",23,"caterer","Norovirus"
2013,2,"Ohio",2,"restaurant","Other"
2013,2,"Ohio",2,"restaurant","Norovirus"
2013,2,"Georgia",3,"restaurant","Norovirus"
2013,2,"Ohio",23,"restaurant","Norovirus"
2013,2,"Ohio",2,"private residence","Norovirus"
2012,12,"California",16,"restaurant","Norovirus"
2012,11,"California",12,"restaurant","Norovirus"
2012,11,"California",3,"restaurant","Norovirus"
2012,11,"California",8,"restaurant","Norovirus"
2012,12,"California",4,"restaurant","Norovirus"
2012,11,"California",5,"restaurant","Norovirus"
2013,2,"New York",4,"restaurant","Norovirus"
2012,11,"Massachusetts",8,"school","Escherichia"
2013,1,"Pennsylvania",2,"private residence","Campylobacter"
2013,2,"Louisiana",7,"restaurant","Norovirus"
2012,11,"Colorado",15,"caterer","Norovirus"
2013,2,"Ohio",25,"restaurant","Norovirus"
2012,11,"Pennsylvania",3,"other","Escherichia"
2013,2,"New York",21,"office","Norovirus"
2012,12,"Colorado",35,"caterer","Other"
2012,12,"California",7,"restaurant","Norovirus"
2012,7,"Colorado",29,"other","Salmonella"
2012,11,"Kansas",37,"caterer","Other"
2012,7,"Missouri",11,"other","Salmonella"
2012,11,"California",6,"other","Other"
2013,2,"Ohio",4,"restaurant","Norovirus"
2012,12,"Colorado",32,"prison","Norovirus"
2012,7,"Colorado",4,"restaurant","Other"
2013,2,"Ohio",9,"restaurant","Norovirus"
2013,2,"Oregon",4,"restaurant","Other"
2013,2,"Oregon",11,"private residence","Norovirus"
2013,3,"Oregon",38,"restaurant","Norovirus"
2012,11,"Colorado",2,"restaurant","Norovirus"
2013,1,"New York",4,"private residence","Other"
