"Year","Month","State","Illnesses","setting_new","Etiology_new"
2008,7,"Minnesota",2,"private residence","Salmonella"
2008,4,"North Dakota",11,"private residence","Campylobacter"
2008,6,"California",24,"other","Salmonella"
2008,4,"Massachusetts",8,"other","Campylobacter"
2008,7,"Pennsylvania",4,"other","Salmonella"
2008,7,"Nevada",2,"private residence","Other"
2008,6,"Nevada",3,"restaurant","Norovirus"
2008,6,"Florida",4,"private residence","Other"
2008,6,"Florida",4,"private residence","Other"
2008,8,"California",14,"restaurant","Norovirus"
2008,6,"California",8,"restaurant","Norovirus"
2008,1,"Hawaii",7,"other","Norovirus"
2008,8,"Florida",2,"restaurant","Other"
2008,7,"Colorado",3,"caterer","Escherichia"
2008,8,"Minnesota",2,"other","Campylobacter"
2008,1,"Maine",19,"other","Norovirus"
2008,8,"Oregon",6,"restaurant","Norovirus"
2008,1,"Colorado",22,"prison","Salmonella"
2008,6,"Minnesota",6,"private residence","Salmonella"
2008,8,"Missouri",43,"private residence","Salmonella"
2008,5,"California",8,"private residence","Norovirus"
2008,9,"Minnesota",15,"private residence","Other"
2008,6,"New Mexico",12,"restaurant","Salmonella"
2008,7,"New Mexico",17,"restaurant","Salmonella"
2008,7,"Georgia",27,"private residence","Norovirus"
2008,9,"New York",8,"restaurant","Norovirus"
2008,9,"New York",2,"restaurant","Other"
2008,9,"New York",9,"school","Norovirus"
2008,8,"California",4,"restaurant","Other"
2008,8,"Minnesota",2,"other","Campylobacter"
2008,6,"Michigan",27,"other","Campylobacter"
2008,9,"Virginia",18,"restaurant","Other"
2008,8,"Ohio",12,"private residence","Other"
2008,9,"Ohio",4,"private residence","Other"
2008,8,"Michigan",18,"caterer","Norovirus"
2008,7,"Maryland",9,"restaurant","Escherichia"
2008,8,"California",28,"caterer","Campylobacter"
2008,8,"Illinois",4,"grocery","Salmonella"
2008,6,"Minnesota",18,"private residence","Salmonella"
2008,7,"West Virginia",7,"private residence","Campylobacter"
2008,7,"Colorado",7,"restaurant","Norovirus"
2008,9,"Louisiana",7,"restaurant","Norovirus"
2008,7,"California",5,"restaurant","Escherichia"
2008,8,"New York",5,"other","Other"
2008,8,"Virginia",45,"caterer","Salmonella"
2008,7,"Wisconsin",45,"caterer","Other"
2008,9,"Wisconsin",10,"restaurant","Norovirus"
2008,8,"Florida",27,"restaurant","Other"
2008,8,"Pennsylvania",14,"other","Norovirus"
2008,9,"Maryland",49,"caterer","Norovirus"
2008,8,"Kansas",19,"caterer","Norovirus"
2008,8,"Florida",2,"restaurant","Other"
2008,9,"Florida",2,"restaurant","Other"
2008,9,"Minnesota",5,"restaurant","Norovirus"
2008,10,"Virginia",11,"restaurant","Salmonella"
2008,6,"Pennsylvania",4,"restaurant","Salmonella"
2008,6,"Minnesota",11,"caterer","Norovirus"
2008,6,"Hawaii",3,"restaurant","Other"
2008,8,"South Dakota",4,"caterer","Salmonella"
2008,5,"California",2,"restaurant","Salmonella"
2008,6,"California",16,"restaurant","Other"
2008,7,"California",9,"private residence","Salmonella"
2008,4,"California",22,"restaurant","Other"
2008,8,"Massachusetts",4,"restaurant","Salmonella"
2008,9,"Georgia",42,"private residence","Norovirus"
2008,9,"Ohio",3,"private residence","Salmonella"
2008,8,"Wisconsin",15,"other","Norovirus"
2008,8,"Ohio",2,"restaurant","Salmonella"
2008,10,"Ohio",10,"restaurant","Norovirus"
2008,10,"Ohio",50,"restaurant","Other"
2008,8,"Colorado",3,"private residence","Salmonella"
2008,10,"Tennessee",50,"caterer","Salmonella"
2008,9,"Nevada",14,"restaurant","Norovirus"
2008,6,"Maryland",25,"school","Norovirus"
2008,8,"New Jersey",3,"private residence","Other"
2008,5,"Georgia",18,"caterer","Norovirus"
2008,3,"Idaho",15,"restaurant","Norovirus"
2008,10,"Minnesota",7,"restaurant","Norovirus"
2008,8,"Washington",12,"restaurant","Norovirus"
2008,1,"California",16,"caterer","Norovirus"
2008,5,"California",10,"restaurant","Norovirus"
2008,9,"California",16,"restaurant","Norovirus"
2008,2,"California",14,"restaurant","Norovirus"
2008,7,"Florida",6,"private residence","Other"
2008,10,"Wisconsin",13,"caterer","Other"
2008,10,"Rhode Island",2,"private residence","Other"
2008,11,"Minnesota",4,"restaurant","Norovirus"
2008,10,"Minnesota",17,"school","Norovirus"
2008,9,"Oregon",14,"restaurant","Norovirus"
2008,9,"California",27,"restaurant","Escherichia"
2008,9,"Illinois",18,"restaurant","Norovirus"
2008,10,"Illinois",13,"restaurant","Salmonella"
2008,7,"Pennsylvania",19,"other","Salmonella"
2008,7,"California",17,"restaurant","Salmonella"
2008,10,"California",25,"caterer","Norovirus"
2008,10,"Tennessee",12,"restaurant","Escherichia"
2008,7,"Wyoming",31,"other","Norovirus"
2008,10,"Iowa",5,"other","Escherichia"
2008,10,"Illinois",2,"restaurant","Salmonella"
2008,10,"Minnesota",8,"private residence","Norovirus"
2008,11,"New York",7,"restaurant","Norovirus"
2008,10,"Florida",9,"restaurant","Norovirus"
2008,11,"Minnesota",46,"private residence","Other"
2008,7,"New York",8,"restaurant","Other"
2008,8,"Alaska",2,"private residence","Other"
2008,11,"Minnesota",21,"caterer","Norovirus"
2008,9,"California",3,"restaurant","Escherichia"
2008,9,"Texas",10,"restaurant","Salmonella"
2008,9,"New York",8,"private residence","Escherichia"
2008,11,"Arizona",28,"restaurant","Norovirus"
2008,10,"Arizona",6,"restaurant","Norovirus"
2008,11,"Connecticut",7,"restaurant","Norovirus"
2008,11,"Connecticut",13,"caterer","Norovirus"
2008,10,"Ohio",9,"restaurant","Norovirus"
2008,11,"Ohio",11,"school","Norovirus"
2008,11,"Georgia",10,"restaurant","Other"
2008,11,"Minnesota",21,"caterer","Other"
2008,10,"Kansas",34,"school","Norovirus"
2008,11,"Wyoming",8,"other","Other"
2008,7,"Washington",3,"restaurant","Norovirus"
2008,11,"New Hampshire",22,"caterer","Norovirus"
2008,10,"New York",16,"restaurant","Salmonella"
2008,8,"New York",50,"restaurant","Salmonella"
2008,10,"Colorado",29,"other","Norovirus"
2008,10,"Washington",2,"restaurant","Other"
2008,9,"Georgia",5,"school","Other"
2008,8,"Colorado",18,"restaurant","Norovirus"
2008,11,"Colorado",6,"restaurant","Norovirus"
2008,11,"New York",14,"private residence","Other"
2008,11,"Illinois",2,"restaurant","Campylobacter"
2008,10,"South Carolina",14,"restaurant","Norovirus"
2008,8,"Texas",2,"other","Other"
2008,9,"New York",2,"restaurant","Other"
2008,11,"Maryland",8,"caterer","Norovirus"
2008,5,"Texas",41,"school","Norovirus"
2008,10,"Illinois",3,"private residence","Salmonella"
2008,6,"California",24,"other","Salmonella"
2008,2,"California",4,"private residence","Salmonella"
2008,8,"California",2,"restaurant","Other"
2008,5,"North Carolina",8,"school","Campylobacter"
2008,7,"North Carolina",5,"other","Escherichia"
2008,8,"Nevada",5,"restaurant","Norovirus"
2008,12,"Minnesota",8,"restaurant","Norovirus"
2008,12,"Minnesota",3,"restaurant","Norovirus"
2008,12,"Minnesota",27,"restaurant","Norovirus"
2008,12,"Minnesota",13,"caterer","Norovirus"
2008,12,"Illinois",19,"restaurant","Norovirus"
2008,12,"Illinois",35,"restaurant","Norovirus"
2008,12,"Connecticut",21,"restaurant","Norovirus"
2008,11,"Pennsylvania",15,"private residence","Salmonella"
2008,12,"Minnesota",14,"restaurant","Norovirus"
2008,9,"Missouri",5,"private residence","Salmonella"
2008,9,"Washington",2,"restaurant","Salmonella"
2008,12,"Oklahoma",38,"restaurant","Norovirus"
2008,12,"Alabama",22,"caterer","Other"
2008,11,"Ohio",5,"restaurant","Salmonella"
2008,11,"Ohio",9,"restaurant","Salmonella"
2008,12,"Ohio",2,"restaurant","Norovirus"
2008,12,"Ohio",22,"restaurant","Norovirus"
2008,12,"Ohio",43,"caterer","Norovirus"
2008,12,"Ohio",6,"restaurant","Norovirus"
2008,12,"Ohio",4,"other","Norovirus"
2008,11,"Alaska",2,"private residence","Other"
2008,8,"Vermont",6,"other","Escherichia"
2008,11,"Florida",33,"restaurant","Norovirus"
2008,11,"Maryland",23,"private residence","Norovirus"
2008,10,"Rhode Island",4,"school","Campylobacter"
2008,11,"Washington",2,"restaurant","Other"
2008,12,"New York",6,"private residence","Other"
2008,12,"New York",9,"restaurant","Salmonella"
2008,6,"Washington",50,"restaurant","Norovirus"
2008,12,"Minnesota",3,"restaurant","Norovirus"
2008,12,"Minnesota",6,"restaurant","Norovirus"
2008,12,"Florida",30,"caterer","Other"
2008,12,"Florida",2,"restaurant","Norovirus"
2008,12,"Pennsylvania",2,"restaurant","Other"
2008,11,"Florida",3,"restaurant","Other"
2008,11,"South Carolina",50,"other","Other"
2008,9,"New York",5,"restaurant","Salmonella"
2008,11,"California",13,"private residence","Norovirus"
2008,8,"Oregon",10,"private residence","Campylobacter"
2008,9,"Oregon",6,"other","Salmonella"
2008,12,"Oregon",10,"restaurant","Other"
2008,11,"Iowa",29,"restaurant","Norovirus"
2008,12,"Oregon",10,"private residence","Norovirus"
2008,10,"Florida",22,"restaurant","Norovirus"
2008,12,"Arkansas",4,"private residence","Salmonella"
2008,12,"Colorado",4,"restaurant","Norovirus"
2008,12,"California",8,"restaurant","Norovirus"
2008,12,"California",23,"restaurant","Norovirus"
2008,10,"California",2,"restaurant","Other"
2008,11,"California",18,"office","Norovirus"
2008,12,"New Hampshire",41,"restaurant","Norovirus"
2008,12,"New York",16,"restaurant","Norovirus"
2008,10,"New York",3,"private residence","Other"
2008,2,"Pennsylvania",30,"restaurant","Norovirus"
2008,12,"California",9,"restaurant","Other"
2008,11,"California",16,"caterer","Norovirus"
2008,12,"Maryland",45,"restaurant","Norovirus"
2008,12,"Maryland",13,"restaurant","Norovirus"
2008,12,"Arizona",40,"restaurant","Other"
2008,10,"Florida",7,"restaurant","Norovirus"
2008,9,"Colorado",21,"restaurant","Escherichia"
2008,9,"Michigan",34,"caterer","Norovirus"
2008,11,"Michigan",22,"other","Other"
2008,11,"Washington",4,"private residence","Campylobacter"
2008,10,"Washington",3,"restaurant","Other"
2008,10,"Washington",22,"restaurant","Norovirus"
2008,12,"Tennessee",25,"private residence","Other"
2008,12,"Texas",9,"restaurant","Norovirus"
2008,9,"Tennessee",8,"other","Salmonella"
2008,8,"North Carolina",8,"restaurant","Salmonella"
2008,12,"Georgia",35,"other","Norovirus"
2008,12,"Florida",3,"restaurant","Norovirus"
2008,9,"California",2,"restaurant","Other"
2008,7,"California",3,"restaurant","Norovirus"
2008,8,"California",30,"restaurant","Other"
2008,2,"Washington",6,"restaurant","Norovirus"
2008,12,"Wisconsin",14,"restaurant","Norovirus"
2008,12,"Minnesota",4,"restaurant","Other"
2008,12,"Minnesota",3,"other","Other"
2008,12,"Washington",3,"restaurant","Norovirus"
2008,12,"Washington",4,"restaurant","Norovirus"
2008,12,"Florida",10,"restaurant","Norovirus"
2008,11,"Louisiana",45,"prison","Other"
2008,12,"Arizona",10,"restaurant","Norovirus"
2008,12,"Illinois",9,"other","Salmonella"
2008,12,"California",10,"private residence","Salmonella"
2008,12,"California",6,"restaurant","Norovirus"
2008,8,"Colorado",5,"grocery","Escherichia"
2008,11,"North Carolina",8,"private residence","Salmonella"
2008,12,"Nevada",2,"other","Salmonella"
2008,3,"California",10,"restaurant","Norovirus"
2008,7,"California",4,"restaurant","Other"
2008,10,"California",9,"restaurant","Other"
2008,10,"California",4,"restaurant","Salmonella"
2008,12,"Hawaii",7,"private residence","Norovirus"
2008,12,"Pennsylvania",14,"private residence","Salmonella"
2008,9,"California",9,"restaurant","Norovirus"
2008,12,"California",6,"restaurant","Norovirus"
2008,12,"Florida",20,"caterer","Norovirus"
2008,11,"California",6,"private residence","Salmonella"
2008,12,"Arizona",13,"restaurant","Norovirus"
2008,8,"Washington",24,"private residence","Other"
2008,12,"Michigan",5,"other","Salmonella"
2008,12,"Georgia",20,"private residence","Salmonella"
2008,12,"California",16,"restaurant","Salmonella"
2008,4,"Utah",4,"other","Campylobacter"
2008,11,"California",18,"school","Norovirus"
2008,2,"Puerto Rico",3,"other","Other"
2008,12,"Massachusetts",18,"private residence","Salmonella"
2008,8,"Puerto Rico",4,"other","Salmonella"
2008,8,"Puerto Rico",23,"other","Other"
2008,8,"Puerto Rico",9,"restaurant","Salmonella"
2008,9,"Puerto Rico",45,"caterer","Other"
2008,12,"Puerto Rico",31,"caterer","Salmonella"
2008,10,"Pennsylvania",16,"restaurant","Norovirus"
2008,2,"Virginia",16,"caterer","Norovirus"
2008,12,"California",13,"restaurant","Norovirus"
2008,10,"California",40,"restaurant","Norovirus"
2008,2,"California",26,"restaurant","Norovirus"
2008,12,"California",23,"private residence","Salmonella"
2008,10,"Colorado",5,"restaurant","Norovirus"
2008,12,"Colorado",31,"caterer","Norovirus"
2008,10,"Colorado",16,"restaurant","Norovirus"
2008,10,"Colorado",5,"restaurant","Norovirus"
2008,12,"Colorado",9,"restaurant","Norovirus"
2008,11,"Colorado",25,"other","Norovirus"
2008,5,"California",16,"other","Campylobacter"
2008,10,"Colorado",7,"other","Salmonella"
2008,12,"California",18,"other","Norovirus"
2008,11,"California",10,"restaurant","Other"
2008,12,"California",7,"restaurant","Norovirus"
2009,8,"California",23,"restaurant","Salmonella"
2008,12,"Colorado",7,"restaurant","Norovirus"
2008,11,"Virginia",21,"restaurant","Salmonella"
2008,10,"Multistate",8,"private residence","Other"
2008,11,"Florida",31,"restaurant","Norovirus"
2008,12,"Florida",3,"restaurant","Norovirus"
2008,7,"Multistate",24,"other","Salmonella"
2008,3,"Multistate",20,"private residence","Other"
2008,5,"New Jersey",30,"restaurant","Norovirus"
2008,3,"New Jersey",16,"other","Salmonella"
2008,10,"California",31,"private residence","Other"
2008,7,"Nebraska",34,"other","Escherichia"
2015,1,"Illinois",6,"other","Other"
2014,12,"Alabama",4,"restaurant","Norovirus"
2014,9,"New Jersey",2,"private residence","Other"
2014,7,"New Jersey",3,"private residence","Other"
2015,3,"Ohio",6,"restaurant","Norovirus"
2015,3,"Wisconsin",6,"restaurant","Norovirus"
2014,3,"New Jersey",5,"restaurant","Salmonella"
2014,3,"New Jersey",2,"restaurant","Other"
2014,8,"Maryland",3,"private residence","Salmonella"
2015,3,"Iowa",2,"private residence","Other"
2015,3,"Iowa",5,"restaurant","Norovirus"
2015,3,"Ohio",2,"restaurant","Norovirus"
2015,3,"Ohio",4,"restaurant","Norovirus"
2015,3,"New York",2,"grocery","Other"
2014,12,"New Jersey",3,"restaurant","Other"
2014,8,"New Jersey",16,"caterer","Norovirus"
2014,5,"New Jersey",11,"other","Salmonella"
2015,3,"Virginia",26,"caterer","Norovirus"
2010,3,"Multistate",25,"other","Campylobacter"
2014,3,"California",26,"restaurant","Norovirus"
2014,6,"California",15,"restaurant","Norovirus"
2014,3,"California",32,"caterer","Norovirus"
2014,4,"California",3,"restaurant","Norovirus"
2014,5,"California",5,"restaurant","Salmonella"
2014,8,"California",2,"restaurant","Norovirus"
2014,8,"California",2,"restaurant","Norovirus"
2014,9,"California",6,"restaurant","Other"
2014,10,"California",2,"caterer","Other"
2013,2,"California",9,"caterer","Other"
2015,3,"Connecticut",21,"restaurant","Norovirus"
2015,3,"Iowa",20,"other","Norovirus"
2015,1,"Texas",6,"restaurant","Salmonella"
2014,9,"California",36,"restaurant","Salmonella"
2014,1,"California",2,"restaurant","Other"
2014,5,"California",2,"restaurant","Other"
2014,5,"California",2,"restaurant","Other"
2014,8,"California",33,"private residence","Salmonella"
2015,2,"Nevada",7,"restaurant","Salmonella"
2014,6,"New Jersey",5,"restaurant","Campylobacter"
2015,3,"Minnesota",16,"restaurant","Norovirus"
2015,3,"Ohio",7,"restaurant","Norovirus"
2015,3,"Minnesota",6,"restaurant","Norovirus"
2015,3,"Ohio",2,"restaurant","Norovirus"
2015,3,"Iowa",3,"restaurant","Norovirus"
2015,3,"Minnesota",9,"restaurant","Salmonella"
2015,3,"Kansas",22,"caterer","Other"
2015,3,"Minnesota",5,"restaurant","Norovirus"
2015,2,"Kansas",2,"other","Salmonella"
2015,3,"Kansas",38,"school","Norovirus"
2015,2,"Kansas",2,"restaurant","Norovirus"
2015,1,"Oregon",2,"private residence","Other"
2015,3,"Georgia",4,"restaurant","Norovirus"
2015,3,"New York",2,"restaurant","Other"
2015,3,"Ohio",8,"other","Norovirus"
2015,3,"Wisconsin",4,"restaurant","Salmonella"
2014,10,"Multistate",12,"restaurant","Escherichia"
2015,1,"South Carolina",2,"restaurant","Other"
2015,3,"Arkansas",17,"restaurant","Norovirus"
2014,10,"Michigan",9,"restaurant","Salmonella"
2015,3,"Illinois",15,"restaurant","Norovirus"
2015,3,"Illinois",5,"restaurant","Norovirus"
2015,4,"Michigan",29,"caterer","Norovirus"
2015,3,"Illinois",42,"caterer","Norovirus"
2015,3,"Illinois",8,"private residence","Salmonella"
2015,3,"Ohio",12,"private residence","Norovirus"
2015,3,"Illinois",7,"restaurant","Salmonella"
2015,3,"Florida",6,"restaurant","Norovirus"
2015,3,"Minnesota",7,"restaurant","Salmonella"
2014,5,"Washington",3,"restaurant","Salmonella"
2015,3,"Ohio",23,"restaurant","Norovirus"
2014,12,"Washington",16,"caterer","Norovirus"
2015,3,"Kansas",2,"restaurant","Norovirus"
2014,11,"South Carolina",27,"other","Salmonella"
2015,4,"Iowa",4,"restaurant","Norovirus"
2015,2,"South Carolina",11,"restaurant","Norovirus"
2015,4,"Oregon",12,"restaurant","Norovirus"
2014,8,"Washington",2,"restaurant","Norovirus"
2014,11,"Washington",3,"restaurant","Other"
2014,11,"Washington",2,"other","Other"
2014,8,"Washington",2,"restaurant","Other"
2015,4,"Ohio",20,"restaurant","Norovirus"
2015,4,"Minnesota",12,"office","Norovirus"
2015,3,"Wisconsin",10,"other","Norovirus"
2014,7,"Washington",4,"restaurant","Norovirus"
2014,4,"Washington",4,"restaurant","Norovirus"
2014,11,"Colorado",14,"restaurant","Norovirus"
2015,4,"Minnesota",22,"caterer","Norovirus"
2012,5,"California",38,"private residence","Salmonella"
2015,4,"New York",29,"restaurant","Norovirus"
2014,10,"Washington",7,"restaurant","Salmonella"
2015,4,"Connecticut",8,"restaurant","Norovirus"
2015,4,"New York",7,"restaurant","Salmonella"
2015,3,"Florida",4,"restaurant","Norovirus"
2012,9,"California",2,"restaurant","Other"
2015,1,"Oklahoma",36,"private residence","Salmonella"
2012,7,"California",6,"restaurant","Campylobacter"
2015,3,"Tennessee",24,"private residence","Salmonella"
2012,6,"California",23,"private residence","Salmonella"
2015,4,"Illinois",3,"school","Salmonella"
2015,4,"Illinois",38,"restaurant","Norovirus"
2015,3,"Minnesota",7,"other","Norovirus"
2014,9,"Arizona",6,"other","Campylobacter"
2015,4,"Virginia",7,"restaurant","Norovirus"
2014,7,"Arizona",3,"other","Salmonella"
2015,4,"Illinois",5,"restaurant","Norovirus"
2014,10,"Arizona",3,"other","Salmonella"
2014,11,"Washington",5,"restaurant","Other"
2014,6,"Washington",2,"restaurant","Other"
2014,5,"Washington",4,"restaurant","Other"
2015,1,"Puerto Rico",4,"private residence","Other"
2015,3,"Utah",8,"caterer","Salmonella"
2014,8,"Arizona",2,"other","Escherichia"
2014,10,"Arizona",2,"other","Salmonella"
2014,10,"Arizona",2,"other","Salmonella"
2015,4,"Kansas",10,"other","Norovirus"
2015,4,"Minnesota",7,"grocery","Norovirus"
2015,4,"Ohio",4,"restaurant","Norovirus"
2013,10,"California",36,"private residence","Norovirus"
2015,4,"Montana",29,"caterer","Norovirus"
2015,5,"Minnesota",5,"grocery","Other"
2014,12,"Massachusetts",16,"restaurant","Norovirus"
2015,5,"Minnesota",12,"restaurant","Norovirus"
2015,4,"Ohio",29,"private residence","Other"
2014,8,"Idaho",6,"other","Other"
2015,4,"New York",35,"grocery","Norovirus"
2014,8,"Idaho",11,"restaurant","Salmonella"
2015,4,"Kansas",3,"other","Salmonella"
2015,4,"Kansas",4,"private residence","Salmonella"
2015,4,"Virginia",19,"restaurant","Campylobacter"
2015,4,"Illinois",20,"restaurant","Norovirus"
2015,4,"Wisconsin",2,"restaurant","Escherichia"
2015,5,"Minnesota",6,"restaurant","Other"
2015,4,"Minnesota",8,"restaurant","Salmonella"
2015,5,"Illinois",10,"other","Norovirus"
2015,4,"Illinois",5,"other","Salmonella"
2015,4,"Colorado",3,"restaurant","Norovirus"
2015,4,"Connecticut",14,"restaurant","Salmonella"
2015,5,"Ohio",48,"caterer","Norovirus"
2015,5,"Ohio",4,"caterer","Norovirus"
2015,5,"Ohio",5,"restaurant","Norovirus"
2015,5,"Ohio",2,"restaurant","Norovirus"
2015,5,"Wisconsin",23,"restaurant","Norovirus"
2015,3,"Arizona",14,"private residence","Salmonella"
2015,4,"Iowa",9,"private residence","Salmonella"
2015,5,"Minnesota",4,"office","Other"
2015,4,"Hawaii",3,"restaurant","Salmonella"
2015,4,"Arkansas",8,"restaurant","Salmonella"
2015,5,"Tennessee",36,"caterer","Norovirus"
2015,4,"Georgia",4,"restaurant","Other"
2015,5,"Michigan",14,"grocery","Norovirus"
2015,4,"Georgia",8,"restaurant","Norovirus"
2015,4,"Georgia",4,"restaurant","Norovirus"
2015,5,"New York",21,"caterer","Campylobacter"
2015,5,"New York",2,"restaurant","Other"
2015,4,"Ohio",5,"restaurant","Campylobacter"
2015,5,"Florida",4,"restaurant","Norovirus"
2014,4,"Pennsylvania",19,"caterer","Norovirus"
2015,3,"Kentucky",43,"other","Norovirus"
2012,2,"California",17,"restaurant","Salmonella"
2015,5,"Wisconsin",24,"caterer","Norovirus"
2015,5,"Minnesota",21,"other","Norovirus"
2015,4,"Iowa",23,"caterer","Norovirus"
2015,5,"Oregon",12,"restaurant","Norovirus"
2015,5,"Michigan",6,"restaurant","Norovirus"
2015,5,"Connecticut",8,"restaurant","Norovirus"
2015,5,"Illinois",20,"restaurant","Other"
2013,7,"Wisconsin",8,"private residence","Other"
2015,5,"Illinois",17,"restaurant","Norovirus"
2015,6,"Ohio",4,"restaurant","Norovirus"
2015,5,"Minnesota",8,"private residence","Other"
2015,5,"Minnesota",10,"restaurant","Norovirus"
2015,4,"Missouri",46,"restaurant","Salmonella"
2015,3,"Multistate",6,"restaurant","Escherichia"
2014,1,"Multistate",6,"private residence","Salmonella"
2015,6,"Minnesota",3,"restaurant","Other"
2015,5,"Kansas",10,"restaurant","Salmonella"
2015,5,"Kansas",7,"other","Salmonella"
2015,5,"Maryland",8,"restaurant","Salmonella"
2015,5,"Multistate",19,"restaurant","Salmonella"
2015,6,"Kansas",10,"restaurant","Norovirus"
2015,6,"Ohio",2,"other","Other"
2014,5,"California",2,"caterer","Norovirus"
2014,6,"California",25,"prison","Norovirus"
2014,3,"California",5,"restaurant","Norovirus"
2013,6,"California",16,"caterer","Norovirus"
2014,11,"California",12,"other","Salmonella"
2014,12,"California",11,"private residence","Other"
2015,2,"California",2,"restaurant","Norovirus"
2014,11,"California",5,"private residence","Salmonella"
2014,4,"California",22,"restaurant","Salmonella"
2015,5,"Rhode Island",3,"restaurant","Other"
2014,5,"California",7,"restaurant","Norovirus"
2014,6,"Virginia",2,"restaurant","Other"
2015,6,"Illinois",24,"restaurant","Norovirus"
2014,5,"California",7,"restaurant","Norovirus"
2014,5,"California",10,"private residence","Norovirus"
2014,6,"California",18,"caterer","Norovirus"
2015,5,"Oregon",2,"restaurant","Norovirus"
2015,5,"Minnesota",13,"private residence","Campylobacter"
2014,3,"Georgia",14,"private residence","Other"
2015,5,"Florida",14,"caterer","Salmonella"
2015,6,"Wisconsin",4,"restaurant","Norovirus"
2015,6,"Minnesota",17,"restaurant","Norovirus"
2015,6,"Minnesota",14,"private residence","Other"
2010,1,"Multistate",10,"other","Other"
2015,6,"Oregon",9,"restaurant","Norovirus"
2015,6,"Florida",3,"restaurant","Other"
2015,5,"Minnesota",5,"private residence","Salmonella"
2015,5,"Alaska",3,"private residence","Other"
2015,6,"Connecticut",14,"private residence","Norovirus"
2014,8,"Maine",2,"other","Other"
2015,2,"Arizona",2,"restaurant","Salmonella"
2014,8,"Arizona",19,"caterer","Salmonella"
2015,4,"Illinois",22,"restaurant","Norovirus"
2015,5,"Kentucky",6,"caterer","Salmonella"
2014,12,"Multistate",18,"private residence","Salmonella"
2015,6,"Ohio",2,"other","Norovirus"
2015,6,"Florida",18,"restaurant","Norovirus"
2015,3,"Multistate",16,"restaurant","Escherichia"
2015,6,"Virginia",8,"school","Escherichia"
2015,6,"Illinois",8,"private residence","Other"
2015,4,"Tennessee",3,"other","Salmonella"
2015,5,"Tennessee",4,"restaurant","Salmonella"
2015,6,"Tennessee",4,"restaurant","Other"
2015,6,"Illinois",10,"grocery","Salmonella"
2015,6,"Maryland",30,"prison","Other"
2015,6,"Illinois",4,"restaurant","Norovirus"
2015,6,"Minnesota",2,"restaurant","Escherichia"
2015,6,"Wisconsin",32,"caterer","Other"
2015,7,"Minnesota",3,"restaurant","Norovirus"
2015,6,"Illinois",10,"restaurant","Norovirus"
2015,3,"Michigan",6,"restaurant","Salmonella"
2015,4,"Michigan",5,"restaurant","Salmonella"
2015,3,"Michigan",3,"restaurant","Salmonella"
2015,7,"Illinois",4,"grocery","Norovirus"
2015,7,"Minnesota",5,"private residence","Norovirus"
2015,6,"Florida",5,"restaurant","Norovirus"
2015,6,"Michigan",11,"restaurant","Norovirus"
2015,5,"Virginia",15,"restaurant","Norovirus"
2015,7,"Pennsylvania",5,"private residence","Other"
2015,5,"Illinois",10,"restaurant","Other"
2015,7,"Tennessee",30,"caterer","Salmonella"
2015,6,"Florida",16,"restaurant","Norovirus"
2015,6,"Illinois",8,"caterer","Other"
2015,5,"New York",3,"restaurant","Other"
2015,6,"Florida",11,"restaurant","Other"
2015,6,"Kansas",3,"other","Campylobacter"
2015,6,"South Dakota",13,"restaurant","Salmonella"
2015,7,"Maryland",4,"restaurant","Norovirus"
2015,7,"Ohio",9,"other","Salmonella"
2015,7,"Ohio",2,"restaurant","Other"
2015,7,"Hawaii",2,"restaurant","Other"
2015,7,"Illinois",6,"other","Salmonella"
2015,7,"Illinois",4,"restaurant","Norovirus"
2015,7,"Virginia",3,"restaurant","Campylobacter"
2015,6,"New York",4,"restaurant","Norovirus"
2015,7,"New York",7,"restaurant","Salmonella"
2015,7,"Illinois",10,"caterer","Other"
2015,6,"Maryland",7,"restaurant","Campylobacter"
2015,6,"Maryland",4,"private residence","Other"
2015,7,"Ohio",2,"restaurant","Salmonella"
2015,7,"Florida",4,"restaurant","Other"
2015,7,"Florida",2,"restaurant","Norovirus"
2015,6,"Missouri",28,"other","Campylobacter"
2015,6,"Minnesota",10,"private residence","Salmonella"
2015,7,"Kansas",5,"restaurant","Salmonella"
2015,6,"Oregon",3,"restaurant","Salmonella"
2015,7,"New York",45,"caterer","Other"
2015,4,"California",7,"restaurant","Norovirus"
2015,3,"California",8,"restaurant","Norovirus"
2014,8,"California",7,"restaurant","Other"
2014,12,"California",4,"restaurant","Norovirus"
2015,5,"California",3,"restaurant","Norovirus"
2014,11,"California",13,"restaurant","Norovirus"
2015,5,"California",18,"restaurant","Norovirus"
2015,1,"California",4,"restaurant","Norovirus"
2015,2,"California",4,"restaurant","Other"
2015,3,"California",2,"restaurant","Other"
2015,4,"California",5,"restaurant","Norovirus"
2015,4,"California",3,"restaurant","Norovirus"
2015,3,"California",5,"restaurant","Norovirus"
2015,2,"California",2,"restaurant","Norovirus"
2015,4,"California",3,"restaurant","Norovirus"
2014,12,"California",4,"restaurant","Escherichia"
2015,2,"California",5,"restaurant","Other"
2015,7,"Florida",12,"restaurant","Norovirus"
2015,6,"Texas",5,"caterer","Salmonella"
2015,6,"Colorado",2,"restaurant","Norovirus"
2015,8,"Oregon",14,"private residence","Norovirus"
2015,5,"Minnesota",9,"restaurant","Campylobacter"
2015,6,"New York",20,"grocery","Other"
2015,8,"Utah",8,"restaurant","Other"
